year,country,term,concerned-group,human-rights-theme,annotaion type
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Death penalty,['Persons deprived of their liberty & detainees'],"['Equality & non-discrimination', 'Rule of law & impunity', 'Death penalty', 'Right to life', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Investigation into allegations of torture and independent complaint mechanism,['Persons deprived of their liberty & detainees'],"['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Human Rights Institution (NHRI)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Investigation into allegations of torture and independent complaint mechanism,"['Law enforcement / police & prison officials', 'Public officials', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Training,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Military personnel']","['Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Training,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Public officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Abuses in the military,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Women & girls', 'Military personnel']","['Violence against women', 'Equality & non-discrimination', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Abuses in the military,"['Women & girls', 'Military personnel']","['Violence against women', 'Rule of law & impunity', 'Legal & institutional reform', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Independent Monitoring Mechanism (IMM)', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Involuntary hospitalization in psychiatric institutions,['Persons with disabilities'],"['Freedom of movement', 'Right to health', 'Independent Monitoring Mechanism (IMM)', 'National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Involuntary hospitalization in psychiatric institutions,"['Judges, lawyers and prosecutors', 'Persons with disabilities']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Persons escaping from the Democratic People’s Republic of Korea,['Refugees & asylum seekers'],"['Access to justice & remedy', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Persons escaping from the Democratic People’s Republic of Korea,"['Refugees & asylum seekers', 'Persons deprived of their liberty & detainees']","['Access to justice & remedy', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Asylum-seekers and migrants,"['Refugees & asylum seekers', 'Children', 'Migrants']","['Arbitrary arrest & detention', 'Administration of justice & fair trial', 'Right to health', 'Constitutional & legislative framework', 'Conditions of detention', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Asylum-seekers and migrants,"['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Migrants', 'Judges, lawyers and prosecutors']","['Arbitrary arrest & detention', 'Good governance & corruption', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Conditions of detention', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Trafficking in persons,"['Children', 'Women & girls']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human trafficking & contemporary forms of slavery', 'Children: definition; general principles; protection', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Trafficking in persons,['not provided'],"['Administration of justice & fair trial', 'Legal & institutional reform', 'Human trafficking & contemporary forms of slavery', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Gender-based violence,['Women & girls'],"['Violence against women', 'Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Gender-based violence,['Women & girls'],"['Violence against women', 'Rule of law & impunity', 'Rights related to marriage & family', 'Legal & institutional reform', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Redress,"['Vulnerable persons/groups', 'Women & girls']","['Equality & non-discrimination', 'Support to victims & witnesses', 'Access to justice & remedy', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Discrimination against women']",['Concerns/Observations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Redress,['Women & girls'],"['Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Discrimination against women']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Follow-up procedure,"['Persons deprived of their liberty & detainees', 'Military personnel']","['Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Other issues,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/KOR/CO/6 (CAT 2024 ) ,['Republic of Korea'],Other issues,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Pending follow-up issues from the previous reporting cycle,"['Human rights defenders & activists', 'Refugees & asylum seekers', 'Media', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Cooperation & Follow up with Treaty Bodies', ' Human rights & counter-terrorism', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Extrajudicial, summary or arbitrary executions']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Definition and criminalization of torture,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Definition and criminalization of torture,['not provided'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],National human rights institution and national preventive mechanism,['not provided'],"['Equality & non-discrimination', 'Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Human Rights Institution (NHRI)', 'National Preventive Mechanism (NPM)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],National human rights institution and national preventive mechanism,['not provided'],"['Cooperation with human rights mechanisms & requests for technical assistance', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Human Rights Institution (NHRI)', 'National Preventive Mechanism (NPM)']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Fundamental legal safeguards,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Private life & privacy', ' Human rights & counter-terrorism', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Fundamental legal safeguards,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Conditions of detention,"['Human rights defenders & activists', 'Children', 'Medical staff / health professionals', 'Women & girls', 'Media', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Administration of justice & fair trial', 'Cooperation & Follow up with Treaty Bodies', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Right to food', ' Participation of women in political & public life\xa0', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Conditions of detention,"['Law enforcement / police & prison officials', 'Children', 'Youth & juveniles', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Cooperation with international organizations', ' Participation of women in political & public life\xa0', 'Conditions of detention', 'Safe drinking water & sanitation', 'Land & property rights', 'Budget & resources (for human rights implementation)', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Aggravated life imprisonment,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Right to health', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Aggravated life imprisonment,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Constitutional & legislative framework', 'Conditions of detention']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Deaths in custody,['Civil society'],"['Rule of law & impunity', 'Cooperation & consultation with civil society', 'Right to life', 'Data collection & research', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Deaths in custody,['not provided'],"['Right to life', 'Data collection & research', 'Conditions of detention']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Allegations of torture and ill-treatment,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","[' Right to physical & moral integrity', 'Rule of law & impunity', 'Administration of justice & fair trial', ' Human rights & counter-terrorism', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Allegations of torture and ill-treatment,['Law enforcement / police & prison officials'],"['Rule of law & impunity', 'Legal & institutional reform', ' Human rights & counter-terrorism', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Excessive use of force by law enforcement,['Law enforcement / police & prison officials'],"['Arbitrary arrest & detention', 'Rule of law & impunity', 'Legal & institutional reform', 'Right to peaceful assembly', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Excessive use of force by law enforcement,"['Law enforcement / police & prison officials', 'Public officials']","[' Right to physical & moral integrity', 'Rule of law & impunity', 'Freedom of association', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Right to peaceful assembly', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Freedom of opinion and expression & access to information']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Principle of non-refoulement ,"['Refugees & asylum seekers', 'Law enforcement / police & prison officials', 'Children', 'Migrants']","[' Right to physical & moral integrity', 'Arbitrary arrest & detention', 'Liberty & security of the person', 'Children: definition; general principles; protection', 'Economic & political crisis, natural disasters or other emergencies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Principle of non-refoulement ,"['Refugees & asylum seekers', 'Law enforcement / police & prison officials', 'Children', 'Migrants', 'Persons deprived of their liberty & detainees']","[' Right to physical & moral integrity', 'Rule of law & impunity', 'Support to victims & witnesses', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Economic & political crisis, natural disasters or other emergencies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Forced renditions and extraditions,"['Disappeared persons', 'Children']","['Rule of law & impunity', 'Enforced disappearances', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Forced renditions and extraditions,['Disappeared persons'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', ' Human rights & counter-terrorism', 'Access to justice & remedy', 'Enforced disappearances', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Extrajudicial, summary or arbitrary executions']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],State of emergency,['not provided'],"['Freedom of association', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Derogation & state of emergency', ' Scope of international obligations', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],State of emergency,['not provided'],"['Rule of law & impunity', 'Support to victims & witnesses', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Derogation & state of emergency']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Human rights defenders and journalists,"['Human rights defenders & activists', 'Media']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Freedom of association', 'Administration of justice & fair trial', 'Right to peaceful assembly', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Human rights defenders and journalists,"['Human rights defenders & activists', 'Media']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Support to victims & witnesses', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Freedom of opinion and expression & access to information']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Gender-based and domestic violence,"['Law enforcement / police & prison officials', 'Children', 'Youth & juveniles', 'Older persons', 'Persons living in rural areas', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Women & girls', 'Persons with disabilities']","['Violence against women', 'Equality & non-discrimination', 'Human rights education, trainings & awareness raising', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Discrimination against women']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Gender-based and domestic violence,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Social workers', 'Women & girls', 'Judges, lawyers and prosecutors']","['Violence against women', 'Equality & non-discrimination', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Sexual & gender-based violence']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Training ,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Human rights education, trainings & awareness raising', 'Right to health', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Training,"['Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Investigation and prosecution of acts of torture and ill-treatment,"['Law enforcement / police & prison officials', 'Public officials', 'Judges, lawyers and prosecutors', 'Military personnel']","['Rule of law & impunity', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Investigation and prosecution of acts of torture and ill-treatment,['Public officials'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Independence of judges and lawyers,"['Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Good governance & corruption', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Independence of judges and lawyers,"['Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Good governance & corruption', 'Freedom of association', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Right to peaceful assembly', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Monitoring of places of deprivation of liberty,"['Civil society', 'Persons deprived of their liberty & detainees']","['Legal & institutional reform', 'Cooperation & consultation with civil society', 'Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Monitoring of places of deprivation of liberty,"['Civil society', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Legal & institutional reform', 'Cooperation & consultation with civil society', 'Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Redress,['not provided'],"['Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Redress,['not provided'],"['Rule of law & impunity', 'Support to victims & witnesses', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Confessions obtained through the use of torture and ill-treatment,['not provided'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Confessions obtained through the use of torture and ill-treatment ,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Military personnel']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Data collection,['not provided'],"['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Data collection,['Public officials'],"['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Follow-up procedure,"['Women & girls', 'Persons deprived of their liberty & detainees']","['Violence against women', 'Legal & institutional reform', 'Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Sexual & gender-based violence', 'Derogation & state of emergency']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Other issues,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/TUR/CO/5 (CAT 2024 ) ,['Türkiye'],Other issues,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Pending follow-up issues from the previous reporting cycle,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Cooperation & Follow up with Treaty Bodies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Legal status of the Convention,"['Children', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Racial discrimination', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', ' Scope of international obligations']",['Concerns/Observations']
